Artist,minRank,Sdanceability_random,Dtfirstbestrank,Hpaudiosample,Hpch,Hpcover,Hpentry,Hpvideo,Hptitle,Svalence,Hpsong_Id
Sade,14,0.7370,17.11.1985,http://streamd.hitparade.ch/audio/0000000/0001344.mp3,,http://streamd.hitparade.ch/cdimages/sade-the_sweetest_taboo_s.jpg,03.11.1985,http://youtu.be/kcPc18SG6uA,The Sweetest Taboo,0.96,0001344
Sade,14,0.7940,02.12.1984,http://streamd.hitparade.ch/audio/0000000/0001174.mp3,,http://streamd.hitparade.ch/cdimages/sade-smooth_operator_s.jpg,28.10.1984,http://youtu.be/4TYv2PhG89A,Smooth Operator,0.96,0001174
Sabrina,13,0.6000,10.01.1988,http://streamd.hitparade.ch/audio/0000000/0001717.mp3,,http://streamd.hitparade.ch/cdimages/sabrina-hot_girl_s.jpg,20.12.1987,,Hot Girl,0.85,0001717
Sabrina,12,0.7740,14.08.1988,http://streamd.hitparade.ch/audio/0000000/0001821.mp3,,http://streamd.hitparade.ch/cdimages/sabrina-all_of_me_(boy_oh_boy)_s.jpg,31.07.1988,,All Of Me (Boy Oh Boy),0.87,0001821
S-Express,11,0.6860,21.08.1988,http://streamd.hitparade.ch/audio/0000000/0001824.mp3,,http://streamd.hitparade.ch/cdimages/s-express-superfly_guy_s.jpg,07.08.1988,,Superfly Guy,0.94,0001824
Run DMC,9,0.7590,02.11.1986,http://streamd.hitparade.ch/audio/0000000/0001511.mp3,,http://streamd.hitparade.ch/cdimages/run_dmc-walk_this_way_s.jpg,19.10.1986,http://youtu.be/4B_UYYPb-Gk,Walk This Way,0.94,0001511
Rumpelstilz,10,-0.2660,11.06.1976,http://streamd.hitparade.ch/audio/0000000/0000393.mp3,ch,http://streamd.hitparade.ch/cdimages/rumpelstilz-teddybaer_s.jpg,07.05.1976,,Teddybär,-0.38,0000393
Rumpelstilz,10,-0.3280,23.04.1977,http://streamd.hitparade.ch/audio/0000000/0000440.mp3,ch,http://streamd.hitparade.ch/cdimages/rumpelstilz-nadisna_s.jpg,02.04.1977,,Nadisna,-0.32,0000440
Rozalla,6,0.5010,05.04.1992,http://streamd.hitparade.ch/audio/0000000/0002408.mp3,,http://streamd.hitparade.ch/cdimages/rozalla-are_you_ready_to_fly_s.jpg,15.03.1992,,Are You Ready To Fly,0.73,0002408
Royal House,11,0.7690,19.02.1989,http://streamd.hitparade.ch/audio/0000000/0001911.mp3,,http://streamd.hitparade.ch/cdimages/royal_house-can_you_party_s.jpg,05.02.1989,,Can You Party,0.89,0001911
Royal Gigolos,17,0.7260,27.06.2004,http://streamd.hitparade.ch/audio/0000000/0006129.mp3,,http://streamd.hitparade.ch/cdimages/royal_gigolos-california_dreamin_s.jpg,23.05.2004,http://youtu.be/buT2gdKx9Ms,California Dreamin',0.58,0006129
Roy Orbison,9,0.6490,02.04.1989,http://streamd.hitparade.ch/audio/0000000/0001926.mp3,,http://streamd.hitparade.ch/cdimages/roy_orbison-you_got_it_s.jpg,12.03.1989,http://youtu.be/Fb6luT4NNJU,You Got It,0.67,0001926
Roxy Music,6,0.6570,30.05.1982,http://streamd.hitparade.ch/audio/0000000/0000840.mp3,,http://streamd.hitparade.ch/cdimages/roxy_music-more_than_this_s.jpg,16.05.1982,http://youtu.be/kOnde5c7OG8,More Than This,0.77,0000840
Roxette,12,0.5170,28.02.1999,http://streamd.hitparade.ch/audio/0000000/0003849.mp3,,http://streamd.hitparade.ch/cdimages/roxette-wish_i_could_fly_s.jpg,14.02.1999,http://youtu.be/RBswiNn23RU,Wish I Could Fly,0.48,0003849
Roxette,13,0.6630,06.10.1991,http://streamd.hitparade.ch/audio/0000000/0002314.mp3,,http://streamd.hitparade.ch/cdimages/roxette-the_big_l_s.jpg,22.09.1991,http://youtu.be/P3BziGZOMcE,The Big L.,0.94,0002314
Roxette,15,0.4200,08.12.1991,http://streamd.hitparade.ch/audio/0000000/0002344.mp3,,http://streamd.hitparade.ch/cdimages/roxette-spending_my_time_s.jpg,24.11.1991,http://youtu.be/eG0IYV6G0I0,Spending My Time,0.21,0002344
Roxette,7,0.5070,10.04.1994,http://streamd.hitparade.ch/audio/0000000/0002766.mp3,,http://streamd.hitparade.ch/cdimages/roxette-sleeping_in_my_car_s.jpg,20.03.1994,http://youtu.be/S5fn1DfqPfA,Sleeping In My Car,0.56,0002766
Roxette,19,0.5990,20.03.2011,http://streamd.hitparade.ch/audio/0770000/0774777.mp3,,http://streamd.hitparade.ch/cdimages/roxette-shes_got_nothing_on_(but_the_radio)_s.jpg,20.02.2011,http://youtu.be/f1N-Gf0Fbcg,She's Got Nothing On (But The Radio),0.56,0774777
Roxette,8,0.5390,07.01.1990,http://streamd.hitparade.ch/audio/0000000/0002039.mp3,,http://streamd.hitparade.ch/cdimages/roxette-listen_to_your_heart_s.jpg,05.11.1989,http://youtu.be/yCC_b5WHLX0,Listen To Your Heart,0.33,0002039
Roxette,10,0.7120,08.04.1990,http://streamd.hitparade.ch/audio/0000000/0002086.mp3,,http://streamd.hitparade.ch/cdimages/roxette-dangerous_s.jpg,11.03.1990,http://youtu.be/VFNRh26TPmM,Dangerous,0.96,0002086
Roxette,15,0.5420,18.07.1993,http://streamd.hitparade.ch/audio/0000000/0002631.mp3,,http://streamd.hitparade.ch/cdimages/roxette-almost_unreal_s.jpg,20.06.1993,http://youtu.be/El7GVPUl-r0,Almost Unreal,0.27,0002631
Rosenstolz,16,0.7920,02.04.2006,http://streamd.hitparade.ch/audio/0170000/0173758.mp3,,http://streamd.hitparade.ch/cdimages/rosenstolz-ich_bin_ich_(wir_sind_wir)_s.jpg,26.02.2006,http://youtu.be/4M3YiNPirnA,Ich bin ich (Wir sind wir),0.44,0173758
Rosenstolz,13,0.5410,05.10.2008,http://streamd.hitparade.ch/audio/0470000/0472424.mp3,,http://streamd.hitparade.ch/cdimages/rosenstolz-gib_mir_sonne_s.jpg,14.09.2008,http://youtu.be/_QltRS3NrTI,Gib mir Sonne,0.17,0472424
Rose Royce,6,0.6710,02.07.1977,http://streamd.hitparade.ch/audio/0000000/0000451.mp3,,http://streamd.hitparade.ch/cdimages/rose_royce-car_wash_s.jpg,04.06.1977,,Car Wash,0.85,0000451
Ronan Keating & Cécilia Cara,17,-0.3810,09.03.2003,http://streamd.hitparade.ch/audio/0000000/0005490.mp3,,http://streamd.hitparade.ch/cdimages/ronan_keating_cecilia_cara-je_taime_plus_que_tout_s.jpg,02.03.2003,http://youtu.be/SMelUVRV8mU,Je t'aime plus que tout,-0.35,0005490
Ronan Keating,11,0.6580,27.08.2000,http://streamd.hitparade.ch/audio/0000000/0004385.mp3,,http://streamd.hitparade.ch/cdimages/ronan_keating-life_is_a_rollercoaster_s.jpg,13.08.2000,,Life Is A Rollercoaster,0.81,0004385
Ronan Keating,7,0.5590,26.05.2002,http://streamd.hitparade.ch/audio/0000000/0005151.mp3,,http://streamd.hitparade.ch/cdimages/ronan_keating-if_tomorrow_never_comes_s.jpg,12.05.2002,http://youtu.be/S4kzGhDEURA,If Tomorrow Never Comes,0.25,0005151
Rolf Stahlhofen,12,-0.2460,29.06.2003,http://streamd.hitparade.ch/audio/0000000/0005648.mp3,,http://streamd.hitparade.ch/cdimages/rolf_stahlhofen-grosse_maedchen_weinen_nicht_s.jpg,22.06.2003,,Grosse Mädchen weinen nicht,-0.35,0005648
Rohff avec Natty,19,0.6590,10.10.2004,http://streamd.hitparade.ch/audio/0000000/0006251.mp3,,http://streamd.hitparade.ch/cdimages/rohff_avec_natty-le_son_qui_tue_s.jpg,29.08.2004,http://youtu.be/yW8a4WDHf34,Le son qui tue,0.76,0006251
Roger Whittaker,10,0.5930,24.09.1976,http://streamd.hitparade.ch/audio/0000000/0000407.mp3,,http://streamd.hitparade.ch/cdimages/roger_whittaker-river_lady_(a_little_goodbye)_s.jpg,27.08.1976,,River Lady (A Little Goodbye),0.78,0000407
Roger Whittaker,6,0.5290,09.05.1982,http://streamd.hitparade.ch/audio/0000000/0000832.mp3,,http://streamd.hitparade.ch/cdimages/roger_whittaker-albany_s.jpg,18.04.1982,,Albany,0.65,0000832
Roger Sanchez,15,0.6160,02.09.2001,http://streamd.hitparade.ch/audio/0000000/0004807.mp3,,http://streamd.hitparade.ch/cdimages/roger_sanchez-another_chance_s.jpg,29.07.2001,,Another Chance,0.39,0004807
Rod Stewart & Tina Turner,10,0.5780,13.01.1991,http://streamd.hitparade.ch/audio/0000000/0002202.mp3,,http://streamd.hitparade.ch/cdimages/rod_stewart_tina_turner-it_takes_two_s.jpg,16.12.1990,,It Takes Two,0.83,0002202
Rod Stewart,9,0.6800,22.11.1981,http://streamd.hitparade.ch/audio/0000000/0000788.mp3,,http://streamd.hitparade.ch/cdimages/rod_stewart-tonight_im_yours_s.jpg,15.11.1981,http://youtu.be/uvvdUjTjcKc,Tonight I'm Yours,0.96,0000788
Rod Stewart,9,0.3390,28.02.1993,http://streamd.hitparade.ch/audio/0000000/0002564.mp3,,http://streamd.hitparade.ch/cdimages/rod_stewart-tom_trauberts_blues_(waltzing_matilda)_s.jpg,24.01.1993,,Tom Traubert's Blues (Waltzing Matilda),0.16,0002564
Rod Stewart,9,0.5090,14.04.1991,http://streamd.hitparade.ch/audio/0000000/0002245.mp3,,http://streamd.hitparade.ch/cdimages/rod_stewart-rhythm_of_my_heart_s.jpg,07.04.1991,,Rhythm Of My Heart,0.22,0002245
Rod Stewart,13,0.5870,17.08.1986,http://streamd.hitparade.ch/audio/0000000/0001460.mp3,,http://streamd.hitparade.ch/cdimages/rod_stewart-love_touch_s.jpg,06.07.1986,,Love Touch,0.81,0001460
Rod Stewart,16,0.7130,15.07.1984,http://streamd.hitparade.ch/audio/0000000/0001123.mp3,,http://streamd.hitparade.ch/cdimages/rod_stewart-infatuation_s.jpg,24.06.1984,,Infatuation,0.79,0001123
Rod Stewart,11,0.4930,14.09.1986,http://streamd.hitparade.ch/audio/0000000/0001481.mp3,,http://streamd.hitparade.ch/cdimages/rod_stewart-every_beat_of_my_heart_s.jpg,24.08.1986,,Every Beat Of My Heart,0.32,0001481
Rod Stewart,8,0.7150,11.02.1979,http://streamd.hitparade.ch/audio/0000000/0000552.mp3,,http://streamd.hitparade.ch/cdimages/rod_stewart-da_ya_think_im_sexy_s.jpg,28.01.1979,http://youtu.be/Hphwfq1wLJs,Da' Ya' Think I'm Sexy,0.85,0000552
Rocky Sharpe And The Replays,7,0.5520,25.11.1979,http://streamd.hitparade.ch/audio/0000000/0000609.mp3,,http://streamd.hitparade.ch/cdimages/rocky_sharpe_and_the_replays-rama_lama_ding_dong_s.jpg,11.11.1979,,Rama Lama Ding Dong,0.91,0000609
Rockin' Sidney,8,0.7890,11.08.1985,http://streamd.hitparade.ch/audio/0000000/0001292.mp3,,http://streamd.hitparade.ch/cdimages/rockin_sidney-my_toot_toot_s.jpg,21.07.1985,,My Toot Toot,0.97,0001292
Robin Schulz feat. Ilsey,7,0.5970,31.05.2015,http://streamd.hitparade.ch/audio/1400000/1409298.mp3,,http://streamd.hitparade.ch/cdimages/robin_schulz_feat_ilsey-headlights_s.jpg,12.04.2015,http://youtu.be/vAEwLvxHVVk,Headlights,0.38,1409298
Robin Schulz & J.U.D.G.E.,12,0.6810,07.02.2016,http://streamd.hitparade.ch/audio/1470000/1477500.mp3,,http://streamd.hitparade.ch/cdimages/robin_schulz_judge-show_me_love_s.jpg,20.12.2015,http://youtu.be/trJnFGVdaR8,Show Me Love,0.19,1477500
Robin Schulz & David Guetta Feat. Cheat Codes,19,-0.3950,08.01.2017,http://streamd.hitparade.ch/audio/1610000/1613431.mp3,,http://streamd.hitparade.ch/cdimages/robin_schulz_david_guetta_feat_cheat_codes-shed_a_light_s.jpg,04.12.2016,http://youtu.be/vdI0JLVhdYc,Shed A Light,-0.34,1613431
Robin S.,9,0.8110,26.09.1993,http://streamd.hitparade.ch/audio/0000000/0002644.mp3,,http://streamd.hitparade.ch/cdimages/robin_s-show_me_love_s.jpg,18.07.1993,http://youtu.be/Ps2Jc28tQrw,Show Me Love,0.58,0002644
Robin S.,20,0.7550,24.10.1993,http://streamd.hitparade.ch/audio/0000000/0002677.mp3,,http://streamd.hitparade.ch/cdimages/robin_s-luv_4_luv_s.jpg,26.09.1993,,Luv 4 Luv,0.95,0002677
Robin Gibb,10,0.2550,03.03.1970,http://streamd.hitparade.ch/audio/0000000/0000133.mp3,,http://streamd.hitparade.ch/cdimages/robin_gibb-august_october_s.jpg,03.03.1970,,August October,0.43,0000133
Robin Gibb,19,0.5820,20.11.1983,http://streamd.hitparade.ch/audio/0000000/0001009.mp3,,http://streamd.hitparade.ch/cdimages/robin_gibb-another_lonely_night_in_new_york_s.jpg,06.11.1983,http://youtu.be/oMvRLLPd8Ak,Another Lonely Night In New York,0.22,0001009
Robert Palmer,6,0.8480,19.04.1981,http://streamd.hitparade.ch/audio/0000000/0000724.mp3,,http://streamd.hitparade.ch/cdimages/robert_palmer-looking_for_clues_s.jpg,05.04.1981,http://youtu.be/92wCPfqyVbg,Looking For Clues,0.94,0000724
Robert Miles feat. Maria Nayler,6,0.6820,22.12.1996,http://streamd.hitparade.ch/audio/0000000/0003331.mp3,ch,http://streamd.hitparade.ch/cdimages/robert_miles_feat_maria_nayler-one_one_s.jpg,17.11.1996,http://youtu.be/u7PDjlvBP7Q,One & One,0.76,0003331
Robbie Williams with Pet Shop Boys,8,0.6090,11.03.2007,http://streamd.hitparade.ch/audio/0240000/0249197.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams_with_pet_shop_boys-shes_madonna_s.jpg,21.01.2007,http://youtu.be/1ORz65yAsL0,She's Madonna,0.32,0249197
Robbie Williams and Gary Barlow,19,0.5750,03.10.2010,http://streamd.hitparade.ch/audio/0720000/0728647.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams_and_gary_barlow-shame_s.jpg,19.09.2010,http://youtu.be/tv49bC5xGVY,Shame,0.31,0728647
Robbie Williams,16,0.6370,18.06.2006,http://streamd.hitparade.ch/audio/0150000/0151829.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-sin_sin_sin_s.jpg,04.06.2006,http://youtu.be/WE7PJVZyBhU,Sin Sin Sin,0.77,0151829
Robbie Williams,20,0.2430,30.01.2000,http://streamd.hitparade.ch/audio/0000000/0004070.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-shes_the_one_s.jpg,19.12.1999,http://youtu.be/sVaRHJn_dgM,She's The One,0.34,0004070
Robbie Williams,9,0.7080,27.08.2000,http://streamd.hitparade.ch/audio/0000000/0004384.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-rock_dj_s.jpg,13.08.2000,http://youtu.be/BnO3nijfYmU,Rock DJ,0.85,0004384
Robbie Williams,14,0.6090,17.10.2004,http://streamd.hitparade.ch/audio/0000000/0006306.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-radio_s.jpg,17.10.2004,http://youtu.be/PgW5EQZSr84,Radio,0.84,0006306
Robbie Williams,18,0.5450,11.10.1998,http://streamd.hitparade.ch/audio/0000000/0003755.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-millennium_s.jpg,27.09.1998,http://youtu.be/xcWOviMI6Lk,Millennium,0.78,0003755
Robbie Williams,8,-0.2220,27.11.2016,http://streamd.hitparade.ch/audio/1600000/1603607.mp3,,,30.10.2016,http://youtu.be/j4ggyO-OFXU,Love My Life,-0.25,1603607
Robbie Williams,8,0.6330,11.08.1996,http://streamd.hitparade.ch/audio/0000000/0003269.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-freedom_s.jpg,11.08.1996,http://youtu.be/eZ05LV-EKYs,Freedom,0.87,0003269
Robbie Williams,10,0.4710,19.08.2001,http://streamd.hitparade.ch/audio/0000000/0004797.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-eternity_s.jpg,22.07.2001,http://youtu.be/E16qbwzlxBM,Eternity,0.21,0004797
Robbie Williams,8,0.7210,18.11.2012,http://streamd.hitparade.ch/audio/1060000/1063844.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-candy_s.jpg,07.10.2012,http://youtu.be/gtOV7bp-gys,Candy,0.86,1063844
Robbie Williams,9,0.5190,01.01.2006,http://streamd.hitparade.ch/audio/0150000/0151828.mp3,,http://streamd.hitparade.ch/cdimages/robbie_williams-advertising_space_s.jpg,25.12.2005,http://youtu.be/AHU-8yb11CQ,Advertising Space,0.12,0151828
Robbie Nevil,17,0.6710,12.04.1987,http://streamd.hitparade.ch/audio/0000000/0001596.mp3,,http://streamd.hitparade.ch/cdimages/robbie_nevil-dominoes_s.jpg,05.04.1987,,Dominoes,0.96,0001596
Rob'n'Raz feat. Leila K.,13,-0.2110,22.04.1990,http://streamd.hitparade.ch/audio/0000000/0002097.mp3,,http://streamd.hitparade.ch/cdimages/robnraz_feat_leila_k-rok_the_nation_s.jpg,08.04.1990,,Rok The Nation,-0.30,0002097
RMB,7,0.4700,08.09.1996,http://streamd.hitparade.ch/audio/0000000/0003237.mp3,,http://streamd.hitparade.ch/cdimages/rmb-spring_s.jpg,09.06.1996,http://youtu.be/glhZI86Ed2s,Spring,0.28,0003237
RMB,15,0.4490,06.10.1996,http://streamd.hitparade.ch/audio/0000000/0003305.mp3,,http://streamd.hitparade.ch/cdimages/rmb-reality_s.jpg,29.09.1996,,Reality,0.17,0003305
Ritz,6,-0.3300,17.02.1980,http://streamd.hitparade.ch/audio/0000000/0000623.mp3,,http://streamd.hitparade.ch/cdimages/ritz-locomotion_s.jpg,20.01.1980,,Locomotion,-0.29,0000623
Ritschi,14,0.5770,05.04.2009,http://streamd.hitparade.ch/audio/0550000/0556612.mp3,ch,http://streamd.hitparade.ch/cdimages/ritschi-schisstaeg_s.jpg,05.04.2009,,Schisstäg,0.72,0556612
Rita Ora,13,0.8550,26.11.2017,http://streamd.hitparade.ch/audio/1660000/1663656.mp3,,http://streamd.hitparade.ch/cdimages/rita_ora-your_song_s.jpg,04.06.2017,http://youtu.be/RsELrcVNzG0,Your Song,0.96,1663656
Rita Ora,12,0.7530,01.06.2014,http://streamd.hitparade.ch/audio/1270000/1270470.mp3,,http://streamd.hitparade.ch/cdimages/rita_ora-i_will_never_let_you_down_s.jpg,04.05.2014,http://youtu.be/50GQjUZ4P3M,I Will Never Let You Down,0.79,1270470
Rita Ora,14,0.6280,24.12.2017,http://streamd.hitparade.ch/audio/1700000/1702773.mp3,,http://streamd.hitparade.ch/cdimages/rita_ora-anywhere_s.jpg,29.10.2017,http://youtu.be/ksdAs4LBRq8,Anywhere,0.32,1702773
Rita Coolidge,7,0.5970,09.10.1983,http://streamd.hitparade.ch/audio/0000000/0000994.mp3,,http://streamd.hitparade.ch/cdimages/rita_coolidge-all_time_high_s.jpg,25.09.1983,,All Time High,0.14,0000994
Risi & Co.,13,-0.2310,08.03.1998,http://streamd.hitparade.ch/audio/0000000/0003617.mp3,ch,http://streamd.hitparade.ch/cdimages/risi_co-moldovan_s.jpg,01.03.1998,,Moldovan,-0.24,0003617
Ringo Starr,10,0.6840,10.01.1982,http://streamd.hitparade.ch/audio/0000000/0000800.mp3,,http://streamd.hitparade.ch/cdimages/ringo_starr-wrack_my_brain_s.jpg,27.12.1981,,Wrack My Brain,0.91,0000800
Ringo Starr,6,0.6170,23.01.1974,http://streamd.hitparade.ch/audio/0000000/0000298.mp3,,http://streamd.hitparade.ch/cdimages/ringo_starr-photograph_s.jpg,16.01.1974,,Photograph,0.91,0000298
Ringo Starr,8,0.4020,16.05.1972,http://streamd.hitparade.ch/audio/0000000/0000232.mp3,,http://streamd.hitparade.ch/cdimages/ringo_starr-back_off_boogaloo_s.jpg,25.04.1972,http://youtu.be/BXg1AxBXN5g,Back Off Boogaloo,0.90,0000232
Rihanna feat. Ne-Yo,13,0.5990,03.02.2008,http://streamd.hitparade.ch/audio/0300000/0305833.mp3,,http://streamd.hitparade.ch/cdimages/rihanna_feat_ne-yo-hate_that_i_love_you_s.jpg,20.01.2008,http://youtu.be/KMOOr7GEkj8,Hate That I Love You,0.82,0305833
Rihanna feat. Jay-Z,11,0.6040,04.12.2011,http://streamd.hitparade.ch/audio/0920000/0924322.mp3,,http://streamd.hitparade.ch/cdimages/rihanna_feat_jay-z-talk_that_talk_s.jpg,04.12.2011,,Talk That Talk,0.74,0924322
Rihanna feat. Drake,9,0.3870,28.02.2016,http://streamd.hitparade.ch/audio/1510000/1519182.mp3,,http://streamd.hitparade.ch/cdimages/rihanna_feat_drake-work_s.jpg,31.01.2016,http://youtu.be/HL1UzIK-flA,Work,0.53,1519182
Rihanna feat. Drake,13,0.7460,23.01.2011,http://streamd.hitparade.ch/audio/0750000/0758630.mp3,,http://streamd.hitparade.ch/cdimages/rihanna_feat_drake-whats_my_name_s.jpg,28.11.2010,http://youtu.be/U0CGsw6h60k,What's My Name?,0.52,0758630
Rihanna,15,0.7190,03.06.2012,http://streamd.hitparade.ch/audio/0920000/0924311.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-where_have_you_been_s.jpg,04.12.2011,http://youtu.be/HBxt_v0WF6Y,Where Have You Been,0.44,0924311
Rihanna,9,0.5670,04.07.2010,http://streamd.hitparade.ch/audio/0590000/0593847.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-te_amo_s.jpg,23.05.2010,http://youtu.be/Oe4Ic7fHWf8,Te amo,0.75,0593847
Rihanna,7,0.6970,25.05.2008,http://streamd.hitparade.ch/audio/0440000/0440253.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-take_a_bow_s.jpg,18.05.2008,http://youtu.be/J3UjJ4wKLkg,Take A Bow,0.58,0440253
Rihanna,14,0.7350,07.10.2007,http://streamd.hitparade.ch/audio/0320000/0322634.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-shut_up_and_drive_s.jpg,16.09.2007,http://youtu.be/up7pvPqNkuU,Shut Up And Drive,0.75,0322634
Rihanna,13,0.5830,01.02.2009,http://streamd.hitparade.ch/audio/0320000/0320343.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-rehab_s.jpg,21.12.2008,http://youtu.be/rJYcmq__nDM,Rehab,0.40,0320343
Rihanna,9,0.4570,14.08.2011,http://streamd.hitparade.ch/audio/0750000/0756419.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-man_down_s.jpg,19.06.2011,http://youtu.be/sEhy-RXkNo0,Man Down,0.59,0756419
Rihanna,19,0.7450,15.01.2006,http://streamd.hitparade.ch/audio/0140000/0142162.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-if_its_lovin_that_you_want_s.jpg,18.12.2005,http://youtu.be/hD5MRBzY1uM,If It's Lovin' That You Want,0.73,0142162
Rihanna,10,0.4370,31.07.2011,http://streamd.hitparade.ch/audio/0750000/0756415.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-california_king_bed_s.jpg,29.05.2011,http://youtu.be/nhBorPm6JjQ,California King Bed,0.35,0756415
Rihanna,7,0.7810,05.04.2015,http://streamd.hitparade.ch/audio/1400000/1408441.mp3,,http://streamd.hitparade.ch/cdimages/rihanna-bitch_better_have_my_money_s.jpg,05.04.2015,http://youtu.be/B3eAMGXFw1o,Bitch Better Have My Money,0.38,1408441
Right Said Fred,18,-0.2110,04.10.1992,http://streamd.hitparade.ch/audio/0000000/0002501.mp3,,http://streamd.hitparade.ch/cdimages/right_said_fred-those_simple_things__(what_a_day_for_a)_daydream_s.jpg,06.09.1992,,Those Simple Things / (What A Day For A) Daydream,-0.22,0002501
Right Said Fred,7,0.5820,05.04.1992,http://streamd.hitparade.ch/audio/0000000/0002413.mp3,,http://streamd.hitparade.ch/cdimages/right_said_fred-dont_talk_just_kiss_s.jpg,22.03.1992,http://youtu.be/3Y6u1gmEGWY,Don't Talk Just Kiss,0.75,0002413
Righeira,20,0.8000,19.02.1984,http://streamd.hitparade.ch/audio/0000000/0001056.mp3,,http://streamd.hitparade.ch/cdimages/righeira-no_tengo_dinero_s.jpg,05.02.1984,,No tengo dinero,0.96,0001056
Righeira,18,0.7520,22.09.1985,http://streamd.hitparade.ch/audio/0000000/0001310.mp3,,http://streamd.hitparade.ch/cdimages/righeira-lestate_sta_finendo_s.jpg,01.09.1985,,L'estate sta finendo,0.93,0001310
Rififi,10,-0.3490,19.02.1989,http://streamd.hitparade.ch/audio/0000000/0001909.mp3,,http://streamd.hitparade.ch/cdimages/rififi-dr_acid_and_mr_house_s.jpg,29.01.1989,http://youtu.be/kHHOCD3Tld0,Dr. Acid And Mr. House,-0.26,0001909
Ricky Martin feat. Meja,9,0.5100,30.04.2000,http://streamd.hitparade.ch/audio/0000000/0004194.mp3,,http://streamd.hitparade.ch/cdimages/ricky_martin_feat_meja-private_emotion_s.jpg,12.03.2000,http://youtu.be/N-m9fn1yeEI,Private Emotion,0.68,0004194
Ricky Martin & M. Pokora,18,0.7190,23.04.2006,http://streamd.hitparade.ch/audio/0150000/0150386.mp3,,http://streamd.hitparade.ch/cdimages/ricky_martin_m_pokora-its_alright_s.jpg,02.04.2006,http://youtu.be/9yxI4L7t2PI,It's Alright,0.97,0150386
Ricky Martin,19,0.5900,25.01.1998,http://streamd.hitparade.ch/audio/0000000/0003593.mp3,,http://streamd.hitparade.ch/cdimages/ricky_martin-te_extrano_te_olvido_te_amo_s.jpg,11.01.1998,http://youtu.be/7IPVe1oywh0,"Te extraño, te olvido, te amo",0.46,0003593
Ricky Martin,7,0.6300,12.11.2000,http://streamd.hitparade.ch/audio/0000000/0004487.mp3,,http://streamd.hitparade.ch/cdimages/ricky_martin-she_bangs_s.jpg,05.11.2000,http://youtu.be/5ihtX86JzmA,She Bangs,0.86,0004487
Ricky Martin,20,0.8550,23.10.2005,http://streamd.hitparade.ch/audio/0140000/0149876.mp3,,http://streamd.hitparade.ch/cdimages/ricky_martin-i_dont_care_s.jpg,16.10.2005,http://youtu.be/g-WG4UYsaM4,I Don't Care,0.62,0149876
Ricky & Laura,16,0.7630,29.08.1999,http://streamd.hitparade.ch/audio/0000000/0003989.mp3,,http://streamd.hitparade.ch/cdimages/ricky_laura-er_ist_nicht_der_richtige_s.jpg,29.08.1999,,Er ist nicht der Richtige,0.69,0003989
Rick Springfield,9,0.6100,28.07.1985,http://streamd.hitparade.ch/audio/0000000/0001287.mp3,,http://streamd.hitparade.ch/cdimages/rick_springfield-celebrate_youth_s.jpg,07.07.1985,http://youtu.be/yvJ1g-gImaQ,Celebrate Youth,0.75,0001287
Rick Astley,14,0.2200,31.01.1988,http://streamd.hitparade.ch/audio/0000000/0001729.mp3,,http://streamd.hitparade.ch/cdimages/rick_astley-when_i_fall_in_love_s.jpg,17.01.1988,,When I Fall In Love,0.16,0001729
Rick Astley,14,0.7020,03.04.1988,http://streamd.hitparade.ch/audio/0000000/0001765.mp3,,http://streamd.hitparade.ch/cdimages/rick_astley-together_forever_s.jpg,03.04.1988,http://youtu.be/yPYZpwSpKmA,Together Forever,0.90,0001765
Rick Astley,16,0.7490,08.01.1989,http://streamd.hitparade.ch/audio/0000000/0001888.mp3,,http://streamd.hitparade.ch/cdimages/rick_astley-take_me_to_your_heart_s.jpg,11.12.1988,http://youtu.be/eYuUAGXN0KM,Take Me To Your Heart,0.97,0001888
Rick Astley,12,0.6550,30.10.1988,http://streamd.hitparade.ch/audio/0000000/0001860.mp3,,http://streamd.hitparade.ch/cdimages/rick_astley-she_wants_to_dance_with_me_s.jpg,16.10.1988,http://youtu.be/yBwD4iYcWC4,She Wants To Dance With Me,0.94,0001860
Richard Marx,6,0.3950,21.01.1990,http://streamd.hitparade.ch/audio/0000000/0002036.mp3,,http://streamd.hitparade.ch/cdimages/richard_marx-right_here_waiting_s.jpg,22.10.1989,http://youtu.be/S_E2EHVxNAE,Right Here Waiting,0.13,0002036
