Artist,minRank,Sdanceability_random,Dtfirstbestrank,Hpaudiosample,Hpch,Hpcover,Hpentry,Hpvideo,Hptitle,Svalence,Hpsong_Id
Züri West,4,0.5760,02.10.1994,http://streamd.hitparade.ch/audio/0000000/0002784.mp3,ch,http://streamd.hitparade.ch/cdimages/zueri_west-i_schaenke_dr_mis_haerz_s.jpg,01.05.1994,,I schänke dr mis Härz,0.83,0002784
Züri West,5,-0.2230,23.12.2007,http://streamd.hitparade.ch/audio/0360000/0365934.mp3,ch,http://streamd.hitparade.ch/cdimages/zueri_west-fische_versaenke_s.jpg,09.12.2007,,Fische versänke,-0.28,0365934
Zucchero Sugar Fornaciari,3,-0.3130,09.09.2001,http://streamd.hitparade.ch/audio/0000000/0004803.mp3,,http://streamd.hitparade.ch/cdimages/zucchero_sugar_fornaciari-baila_(sexy_thing)_s.jpg,29.07.2001,http://youtu.be/QRDZjj7-tOk,Baila (Sexy Thing),-0.39,0004803
Zucchero & Paul Young,2,0.6180,07.07.1991,http://streamd.hitparade.ch/audio/0000000/0002273.mp3,,http://streamd.hitparade.ch/cdimages/zucchero_paul_young-senza_una_donna_(without_a_woman)_s.jpg,09.06.1991,http://youtu.be/V69vs8JmXYM,Senza una donna (Without A Woman),0.51,0002273
Zlatko,5,0.8510,04.06.2000,http://streamd.hitparade.ch/audio/0000000/0004272.mp3,,http://streamd.hitparade.ch/cdimages/zlatko-ich_vermiss_dich_(wie_die_hoelle)_s.jpg,14.05.2000,,Ich vermiss' dich... (wie die Hölle),0.64,0004272
Zayn feat. Sia,1,-0.3270,08.10.2017,http://streamd.hitparade.ch/audio/1690000/1692596.mp3,,http://streamd.hitparade.ch/cdimages/zayn_feat_sia-dusk_till_dawn_s.jpg,17.09.2017,http://youtu.be/tt2k8PGm-TI,Dusk Till Dawn,-0.33,1692596
Zayn & Taylor Swift,2,-0.3880,19.02.2017,http://streamd.hitparade.ch/audio/1610000/1617096.mp3,,http://streamd.hitparade.ch/cdimages/zayn_taylor_swift-i_dont_wanna_live_forever_(fifty_shades_darker)_s.jpg,18.12.2016,http://youtu.be/7F37r50VUTQ,I Don't Wanna Live Forever (Fifty Shades Darker),-0.31,1617096
Zara Larsson,3,0.6940,20.12.2015,http://streamd.hitparade.ch/audio/1430000/1437540.mp3,,http://streamd.hitparade.ch/cdimages/zara_larsson-lush_life_s.jpg,11.10.2015,http://youtu.be/tD4HCZe-tew,Lush Life,0.79,1437540
Zager & Evans,1,0.4510,26.08.1969,http://streamd.hitparade.ch/audio/0000000/0000105.mp3,,http://streamd.hitparade.ch/cdimages/zager_evans-in_the_year_2525_s.jpg,19.08.1969,http://youtu.be/vdSqLfuRN18,In The Year 2525,0.50,0000105
Yvonne Catterfeld,1,0.6270,01.06.2003,http://streamd.hitparade.ch/audio/0000000/0005606.mp3,,http://streamd.hitparade.ch/cdimages/yvonne_catterfeld-fuer_dich_s.jpg,18.05.2003,,Für dich,0.29,0005606
Youssou N'Dour & Neneh Cherry,1,0.6380,17.07.1994,http://streamd.hitparade.ch/audio/0000000/0002816.mp3,,http://streamd.hitparade.ch/cdimages/youssou_ndour_neneh_cherry-7_seconds_s.jpg,26.06.1994,http://youtu.be/wqCpjFMvz-k,7 Seconds,0.50,0002816
Yolanda Be Cool & DCup,1,0.8660,08.08.2010,http://streamd.hitparade.ch/audio/0690000/0699935.mp3,,http://streamd.hitparade.ch/cdimages/yolanda_be_cool_dcup-we_no_speak_americano_s.jpg,04.07.2010,http://youtu.be/sHiQiFiFlB4,We No Speak Americano,0.49,0699935
Yello,5,0.7500,07.04.1985,http://streamd.hitparade.ch/audio/0000000/0001237.mp3,ch,http://streamd.hitparade.ch/cdimages/yello-vicious_games_s.jpg,24.03.1985,http://youtu.be/COrHxDsaTJI,Vicious Games,0.71,0001237
Yazz And The Plastic Population,2,0.7430,18.09.1988,http://streamd.hitparade.ch/audio/0000000/0001834.mp3,,http://streamd.hitparade.ch/cdimages/yazz_and_the_plastic_population-the_only_way_is_up_s.jpg,28.08.1988,,The Only Way Is Up,0.62,0001834
Yazoo,2,0.8010,24.10.1982,http://streamd.hitparade.ch/audio/0000000/0000880.mp3,,http://streamd.hitparade.ch/cdimages/yazoo-dont_go_s.jpg,03.10.1982,,Don't Go,0.65,0000880
Yannick,4,0.8540,09.07.2000,http://streamd.hitparade.ch/audio/0000000/0004306.mp3,,http://streamd.hitparade.ch/cdimages/yannick-ces_soirees_la_s.jpg,11.06.2000,http://youtu.be/dVVEDKztyxg,Ces soirées là,0.84,0004306
Yael Naim,5,0.5820,02.03.2008,http://streamd.hitparade.ch/audio/0380000/0380553.mp3,,http://streamd.hitparade.ch/cdimages/yael_naim-new_soul_s.jpg,20.01.2008,http://youtu.be/hhE7QMXRE1g,New Soul,0.59,0380553
Xzibit,5,0.9350,18.03.2001,http://streamd.hitparade.ch/audio/0000000/0004600.mp3,,http://streamd.hitparade.ch/cdimages/xzibit-x_s.jpg,18.02.2001,,X,0.83,0004600
XXL feat. Peter 'Cool Man' Steiner,4,-0.2750,12.03.1995,http://streamd.hitparade.ch/audio/0000000/0002925.mp3,ch,http://streamd.hitparade.ch/cdimages/xxl_feat_peter_cool_man_steiner-its_cool_man_s.jpg,08.01.1995,,It's Cool Man,-0.29,0002925
XEN & EAZ,2,-0.2820,06.12.2015,http://streamd.hitparade.ch/audio/1500000/1500919.mp3,ch,http://streamd.hitparade.ch/cdimages/xen_eaz-kei_zit_s.jpg,06.12.2015,,Kei Zit,-0.27,1500919
Xavier Naidoo,5,0.3090,25.04.1999,http://streamd.hitparade.ch/audio/0000000/0003881.mp3,,http://streamd.hitparade.ch/cdimages/xavier_naidoo-sie_sieht_mich_nicht_s_1.jpg,04.04.1999,http://youtu.be/zIBJ9Kdcy9w,Sie sieht mich nicht,0.38,0003881
Xavier Naidoo,3,0.7220,27.11.2005,http://streamd.hitparade.ch/audio/0150000/0150302.mp3,,http://streamd.hitparade.ch/cdimages/xavier_naidoo-dieser_weg_s.jpg,20.11.2005,http://youtu.be/VS4fyxuFZvA,Dieser Weg,0.67,0150302
Xavier Naidoo,5,0.6110,18.05.2014,http://streamd.hitparade.ch/audio/1280000/1287454.mp3,,,18.05.2014,,Amoi seg' ma uns wieder,0.42,1287454
Xavas,3,0.4780,09.09.2012,http://streamd.hitparade.ch/audio/1050000/1057846.mp3,,http://streamd.hitparade.ch/cdimages/xavas-schau_nicht_mehr_zurueck_s.jpg,09.09.2012,http://youtu.be/QCZDtWyiZQ4,Schau nicht mehr zurück,0.12,1057846
X Ambassadors,2,0.5140,31.01.2016,http://streamd.hitparade.ch/audio/1420000/1420984.mp3,,http://streamd.hitparade.ch/cdimages/x_ambassadors-renegades_s.jpg,11.10.2015,http://youtu.be/1u-niluB8HI,Renegades,0.59,1420984
Worlds Apart,5,0.6780,22.10.1995,http://streamd.hitparade.ch/audio/0000000/0003104.mp3,,http://streamd.hitparade.ch/cdimages/worlds_apart-baby_come_back_s.jpg,22.10.1995,http://youtu.be/-3LP4VBRPHA,Baby Come Back,0.65,0003104
Womack & Womack,2,0.8760,06.11.1988,http://streamd.hitparade.ch/audio/0000000/0001862.mp3,,http://streamd.hitparade.ch/cdimages/womack_womack-teardrops_s.jpg,16.10.1988,http://youtu.be/R8AOAap6_k4,Teardrops,0.76,0001862
Wiz Khalifa feat. Charlie Puth,1,0.6890,12.04.2015,http://streamd.hitparade.ch/audio/1400000/1403806.mp3,,http://streamd.hitparade.ch/cdimages/wiz_khalifa_feat_charlie_puth-see_you_again_s.jpg,22.03.2015,http://youtu.be/RgKAFK5djSk,See You Again,0.27,1403806
Wiz Khalifa feat. 2 Chainz,3,-0.3990,09.06.2013,http://streamd.hitparade.ch/audio/1140000/1146720.mp3,,http://streamd.hitparade.ch/cdimages/wiz_khalifa_feat_2_chainz-we_own_it_(fast_furious_6)_s.jpg,09.06.2013,,We Own It (Fast & Furious 6),-0.27,1146720
Wings,1,0.3500,28.01.1978,http://streamd.hitparade.ch/audio/0000000/0000484.mp3,,http://streamd.hitparade.ch/cdimages/wings-mull_of_kintyre_s.jpg,14.01.1978,http://youtu.be/K5626WzsfMw,Mull Of Kintyre,0.41,0000484
Wilson Pickett,3,0.5610,04.02.1969,http://streamd.hitparade.ch/audio/0000000/0000069.mp3,,http://streamd.hitparade.ch/cdimages/wilson_pickett-hey_jude_s.jpg,21.01.1969,http://youtu.be/apdCgfr05rU,Hey Jude,0.65,0000069
will.i.am & Britney Spears,1,0.7700,20.01.2013,http://streamd.hitparade.ch/audio/1080000/1086189.mp3,,http://streamd.hitparade.ch/cdimages/william_britney_spears-scream_shout_s.jpg,09.12.2012,http://youtu.be/kYtGl1dX5qI,Scream & Shout,0.48,1086189
Will Smith intr. Tra-Knox,5,-0.2270,18.08.2002,http://streamd.hitparade.ch/audio/0000000/0005230.mp3,,http://streamd.hitparade.ch/cdimages/will_smith_intr_tra-knox-black_suits_comin_(nod_ya_head)_s.jpg,07.07.2002,http://youtu.be/1RVRCd6J2NA,Black Suits Comin' (Nod Ya Head),-0.36,0005230
Will Smith,2,0.8610,04.07.1999,http://streamd.hitparade.ch/audio/0000000/0003952.mp3,,http://streamd.hitparade.ch/cdimages/will_smith-wild_wild_west_s.jpg,04.07.1999,http://youtu.be/_zXKtfKnfT8,Wild Wild West,0.69,0003952
Will Smith,4,0.8770,21.02.1999,http://streamd.hitparade.ch/audio/0000000/0003825.mp3,,http://streamd.hitparade.ch/cdimages/will_smith-miami_s.jpg,10.01.1999,http://youtu.be/IwBS6QGsH_4,Miami,0.90,0003825
Will Smith,1,0.8010,14.09.1997,http://streamd.hitparade.ch/audio/0000000/0003508.mp3,,http://streamd.hitparade.ch/cdimages/will_smith-men_in_black_s.jpg,31.08.1997,http://youtu.be/fiBLgEx6svA,Men In Black,0.66,0003508
Whitney Houston & Enrique Iglesias,1,0.5420,08.10.2000,http://streamd.hitparade.ch/audio/0000000/0004426.mp3,,http://streamd.hitparade.ch/cdimages/whitney_houston_enrique_iglesias-could_i_have_this_kiss_forever_s.jpg,17.09.2000,http://youtu.be/zsfj9j0kjoU,Could I Have This Kiss Forever,0.54,0004426
Whitney Houston,5,0.5900,26.01.1986,http://streamd.hitparade.ch/audio/0000000/0001362.mp3,,http://streamd.hitparade.ch/cdimages/whitney_houston-saving_all_my_love_for_you_s.jpg,15.12.1985,http://youtu.be/ewxmv2tyeRs,Saving All My Love For You,0.23,0001362
Whitney Houston,4,0.6440,04.12.1988,http://streamd.hitparade.ch/audio/0000000/0001846.mp3,,http://streamd.hitparade.ch/cdimages/whitney_houston-one_moment_in_time_s.jpg,25.09.1988,http://youtu.be/96aAx0kxVSA,One Moment In Time,0.19,0001846
Whitney Houston,2,0.7690,01.08.1999,http://streamd.hitparade.ch/audio/0000000/0003939.mp3,,http://streamd.hitparade.ch/cdimages/whitney_houston-my_love_is_your_love_s.jpg,20.06.1999,http://youtu.be/kxZD0VQvfqU,My Love Is Your Love,0.48,0003939
Whitney Houston,4,0.6680,25.11.1990,http://streamd.hitparade.ch/audio/0000000/0002185.mp3,,http://streamd.hitparade.ch/cdimages/whitney_houston-im_your_baby_tonight_s.jpg,04.11.1990,http://youtu.be/i0oRnyXxIrY,I'm Your Baby Tonight,0.87,0002185
Whitney Houston,1,0.3060,17.01.1993,http://streamd.hitparade.ch/audio/0000000/0002545.mp3,,http://streamd.hitparade.ch/cdimages/whitney_houston-i_will_always_love_you_s.jpg,06.12.1992,http://youtu.be/3JWTaaS7LdU,I Will Always Love You,0.11,0002545
Whitney Houston,1,0.7470,14.06.1987,http://streamd.hitparade.ch/audio/0000000/0001624.mp3,,http://streamd.hitparade.ch/cdimages/whitney_houston-i_wanna_dance_with_somebody_(who_loves_me)_s.jpg,31.05.1987,http://youtu.be/eH3giaIzONA,I Wanna Dance With Somebody (Who Loves Me),0.72,0001624
Whigfield,1,0.7370,06.11.1994,http://streamd.hitparade.ch/audio/0000000/0002857.mp3,,http://streamd.hitparade.ch/cdimages/whigfield-saturday_night_s.jpg,11.09.1994,http://youtu.be/8DNQRtmIMxk,Saturday Night,0.92,0002857
Wheatus,3,0.6170,29.04.2001,http://streamd.hitparade.ch/audio/0000000/0004629.mp3,,http://streamd.hitparade.ch/cdimages/wheatus-teenage_dirtbag_s.jpg,18.03.2001,http://youtu.be/FC3y9llDXuM,Teenage Dirtbag,0.58,0004629
What For,5,0.8430,15.12.2002,http://streamd.hitparade.ch/audio/0000000/0005408.mp3,,http://streamd.hitparade.ch/cdimages/what_for-plus_haut_s.jpg,08.12.2002,http://youtu.be/yyYEVjR4K0I,Plus haut,0.88,0005408
Wham!,2,0.5860,29.07.1984,http://streamd.hitparade.ch/audio/0000000/0001116.mp3,,http://streamd.hitparade.ch/cdimages/wham-wake_me_up_before_you_go-go_s.jpg,17.06.1984,http://youtu.be/pIgZ7gMze7A,Wake Me Up Before You Go-Go,0.90,0001116
Wham!,4,0.4930,27.07.1986,http://streamd.hitparade.ch/audio/0000000/0001461.mp3,,http://streamd.hitparade.ch/cdimages/wham-the_edge_of_heaven_s.jpg,13.07.1986,http://youtu.be/c-Ut39MGwAo,The Edge Of Heaven,0.87,0001461
Wham!,4,0.7350,01.01.2017,http://streamd.hitparade.ch/audio/0000000/0001203.mp3,,http://streamd.hitparade.ch/cdimages/wham-last_christmas_s.jpg,13.01.1985,http://youtu.be/E8gmARGvPlI,Last Christmas,0.88,0001203
Wham!,5,0.5910,25.11.1984,http://streamd.hitparade.ch/audio/0000000/0001177.mp3,,http://streamd.hitparade.ch/cdimages/wham-freedom_s.jpg,04.11.1984,http://youtu.be/BFwOs-jy53A,Freedom,0.82,0001177
Wet Wet Wet,2,0.4380,04.09.1994,http://streamd.hitparade.ch/audio/0000000/0002828.mp3,,http://streamd.hitparade.ch/cdimages/wet_wet_wet-love_is_all_around_s.jpg,17.07.1994,http://youtu.be/h3gEkwhdXUE,Love Is All Around,0.60,0002828
Wes,4,0.8450,12.04.1998,http://streamd.hitparade.ch/audio/0000000/0003511.mp3,,http://streamd.hitparade.ch/cdimages/wes-alane_s.jpg,31.08.1997,http://youtu.be/3gl5OEZ8j_o,Alane,0.95,0003511
Werner,3,0.7630,01.04.1990,http://streamd.hitparade.ch/audio/0000000/0002087.mp3,,http://streamd.hitparade.ch/cdimages/werner-pump_ab_das_bier_s.jpg,11.03.1990,,Pump ab das Bier,0.21,0002087
Wee Papa Girl Rappers,4,0.9180,18.12.1988,http://streamd.hitparade.ch/audio/0000000/0001881.mp3,,http://streamd.hitparade.ch/cdimages/wee_papa_girl_rappers-wee_rule_s.jpg,27.11.1988,,Wee Rule,0.35,0001881
Waterloo & Robinson,3,0.3750,04.12.1974,http://streamd.hitparade.ch/audio/0000000/0000330.mp3,,http://streamd.hitparade.ch/cdimages/waterloo_robinson-hollywood_s.jpg,30.10.1974,http://youtu.be/_M2KFcwGRSo,Hollywood,0.43,0000330
Waterloo & Robinson,3,0.4700,20.11.1974,http://streamd.hitparade.ch/audio/0000000/0000328.mp3,,http://streamd.hitparade.ch/cdimages/waterloo_robinson-baby_blue_s.jpg,02.10.1974,,Baby Blue,0.31,0000328
Warren G & Nate Dogg,5,0.6970,11.09.1994,http://streamd.hitparade.ch/audio/0000000/0002850.mp3,,http://streamd.hitparade.ch/cdimages/warren_g_nate_dogg-regulate_s.jpg,28.08.1994,http://youtu.be/1plPyJdXKIY,Regulate,0.56,0002850
Wang Chung,5,0.6730,20.05.1984,http://streamd.hitparade.ch/audio/0000000/0001099.mp3,,http://streamd.hitparade.ch/cdimages/wang_chung-dance_hall_days_s.jpg,29.04.1984,,Dance Hall Days,0.50,0001099
Waldo de los Ríos,2,-0.3990,29.06.1971,http://streamd.hitparade.ch/audio/0000000/0000194.mp3,,http://streamd.hitparade.ch/cdimages/waldo_de_los_rios-mozart_symphony_no_40_in_g_minor_kv_550_(first_movement)_allegro_molto_s.jpg,01.06.1971,,Mozart Symphony No. 40 in G Minor KV 550 (First Movement) allegro molto,-0.25,0000194
Visage,1,0.6040,29.03.1981,http://streamd.hitparade.ch/audio/0000000/0000716.mp3,,http://streamd.hitparade.ch/cdimages/visage-fade_to_grey_s.jpg,08.03.1981,http://youtu.be/UMPC8QJF6sI,Fade To Grey,0.52,0000716
Ville Valo & Natalia Avelon,2,0.4740,11.03.2007,http://streamd.hitparade.ch/audio/0270000/0271634.mp3,,http://streamd.hitparade.ch/cdimages/ville_valo_natalia_avelon-summer_wine_s.jpg,18.02.2007,,Summer Wine,0.54,0271634
Village People,1,0.7230,21.01.1979,http://streamd.hitparade.ch/audio/0000000/0000546.mp3,,http://streamd.hitparade.ch/cdimages/village_people-ymca_s.jpg,17.12.1978,http://youtu.be/CS9OO0S5w2k,Y.M.C.A.,0.72,0000546
Vicky Leandros,5,0.5640,07.08.1974,http://streamd.hitparade.ch/audio/0000000/0000319.mp3,,http://streamd.hitparade.ch/cdimages/vicky_leandros-theo_wir_fahrn_nach_lodz_s.jpg,17.07.1974,http://youtu.be/28ioF-2eHkU,"Theo, wir fahr'n nach Lodz",0.35,0000319
Vicky Leandros,2,0.4320,26.09.1972,http://streamd.hitparade.ch/audio/0000000/0000246.mp3,,http://streamd.hitparade.ch/cdimages/vicky_leandros-ich_hab_die_liebe_gesehn_s.jpg,22.08.1972,,Ich hab' die Liebe geseh'n,0.39,0000246
Vicky Leandros,2,0.4370,04.07.1973,http://streamd.hitparade.ch/audio/0000000/0000277.mp3,,http://streamd.hitparade.ch/cdimages/vicky_leandros-die_bouzouki_klang_durch_die_sommernacht_s.jpg,12.06.1973,,Die Bouzouki klang durch die Sommernacht,0.59,0000277
Vicky Leandros,5,0.5000,16.04.1977,http://streamd.hitparade.ch/audio/0000000/0000437.mp3,,http://streamd.hitparade.ch/cdimages/vicky_leandros-auf_dem_mond_da_bluehen_keine_rosen_s.jpg,19.03.1977,,Auf dem Mond da blühen keine Rosen,0.61,0000437
Vicky Leandros,1,0.3810,25.04.1972,http://streamd.hitparade.ch/audio/0000000/0000229.mp3,,http://streamd.hitparade.ch/cdimages/vicky_leandros-apres_toi_s.jpg,11.04.1972,http://youtu.be/Ka89ORFu_Tc,Après toi,0.44,0000229
Vengaboys,4,0.7850,29.11.1998,http://streamd.hitparade.ch/audio/0000000/0003789.mp3,,http://streamd.hitparade.ch/cdimages/vengaboys-we_like_to_party_(the_vengabus)_s.jpg,08.11.1998,http://youtu.be/6Zbi0XmGtMw,We Like To Party! (The Vengabus),0.97,0003789
Vengaboys,3,0.7450,02.04.2000,http://streamd.hitparade.ch/audio/0000000/0004166.mp3,,http://streamd.hitparade.ch/cdimages/vengaboys-shalala_lala_s.jpg,27.02.2000,http://youtu.be/Obi4iELWJ3Y,Shalala Lala,0.97,0004166
Velile & Safri Duo,1,0.6950,04.07.2010,http://streamd.hitparade.ch/audio/0700000/0704123.mp3,,http://streamd.hitparade.ch/cdimages/velile_safri_duo-helele_s.jpg,13.06.2010,http://youtu.be/73GXewJhiZE,Helele,0.70,0704123
Vaya Con Dios,5,0.6880,04.10.1992,http://streamd.hitparade.ch/audio/0000000/0002505.mp3,,http://streamd.hitparade.ch/cdimages/vaya_con_dios-heading_for_a_fall_s.jpg,20.09.1992,http://youtu.be/mRYbMDM6iOU,Heading For A Fall,0.68,0002505
Vanilla Ice,2,0.9780,25.11.1990,http://streamd.hitparade.ch/audio/0000000/0002187.mp3,,http://streamd.hitparade.ch/cdimages/vanilla_ice-ice_ice_baby_s.jpg,11.11.1990,http://youtu.be/rog8ou-ZepE,Ice Ice Baby,0.59,0002187
Vangelis,1,0.4300,05.03.1995,http://streamd.hitparade.ch/audio/0000000/0002938.mp3,,http://streamd.hitparade.ch/cdimages/vangelis-conquest_of_paradise_s.jpg,29.01.1995,,Conquest Of Paradise,0.17,0002938
Van Halen,4,0.5470,08.04.1984,http://streamd.hitparade.ch/audio/0000000/0001075.mp3,,http://streamd.hitparade.ch/cdimages/van_halen-jump_s.jpg,18.03.1984,http://youtu.be/SwYN7mTi6HM,Jump,0.80,0001075
Vader Abraham,3,0.6960,22.04.1978,http://streamd.hitparade.ch/audio/0000000/0000501.mp3,,http://streamd.hitparade.ch/cdimages/vader_abraham-das_lied_der_schluempfe_s.jpg,01.04.1978,,Das Lied der Schlümpfe,0.71,0000501
Usura,3,0.7560,21.03.1993,http://streamd.hitparade.ch/audio/0000000/0002578.mp3,,http://streamd.hitparade.ch/cdimages/usura-open_your_mind_s.jpg,21.02.1993,http://youtu.be/TPFAYIr8z2I,Open Your Mind,0.53,0002578
Usher feat. Pitbull,4,0.6180,31.10.2010,http://streamd.hitparade.ch/audio/0720000/0727818.mp3,,http://streamd.hitparade.ch/cdimages/usher_feat_pitbull-dj_got_us_fallin_in_love_s.jpg,05.09.2010,http://youtu.be/C-dvTjK_07c,DJ Got Us Fallin' In Love,0.16,0727818
Usher feat. Lil' Jon & Ludacris,1,0.9140,11.04.2004,http://streamd.hitparade.ch/audio/0000000/0006042.mp3,,http://streamd.hitparade.ch/cdimages/usher_feat_lil_jon_ludacris-yeah_s.jpg,28.03.2004,http://youtu.be/GxBSyx85Kp8,Yeah,0.86,0006042
Usher & Alicia Keys,3,0.5900,07.11.2004,http://streamd.hitparade.ch/audio/0000000/0006326.mp3,,http://streamd.hitparade.ch/cdimages/usher_alicia_keys-my_boo_s.jpg,31.10.2004,http://youtu.be/fPgf2meEX1w,My Boo,0.69,0006326
Usher,2,0.7970,08.05.2011,http://streamd.hitparade.ch/audio/0680000/0687993.mp3,,http://streamd.hitparade.ch/cdimages/usher-more_s.jpg,30.01.2011,http://youtu.be/CQf13Mbza9k,More,0.42,0687993
USA For Africa,1,0.5280,05.05.1985,http://streamd.hitparade.ch/audio/0000000/0001241.mp3,,http://streamd.hitparade.ch/cdimages/usa_for_africa-we_are_the_world_s.jpg,07.04.1985,http://youtu.be/A_ILcyYUz2s,We Are The World,0.29,0001241
US5,4,0.6680,26.02.2006,http://streamd.hitparade.ch/audio/0150000/0150875.mp3,,http://streamd.hitparade.ch/cdimages/us5-come_back_to_me_baby_s.jpg,26.02.2006,http://youtu.be/GkDg5ODaerY,Come Back To Me Baby,0.56,0150875
Uriah Heep,4,0.3390,02.11.1971,http://streamd.hitparade.ch/audio/0000000/0000209.mp3,,http://streamd.hitparade.ch/cdimages/uriah_heep-look_at_yourself_s.jpg,19.10.1971,,Look At Yourself,0.44,0000209
Undercover,2,0.6650,22.11.1992,http://streamd.hitparade.ch/audio/0000000/0002519.mp3,,http://streamd.hitparade.ch/cdimages/undercover-baker_street_s.jpg,11.10.1992,http://youtu.be/WP5GlfF2rB4,Baker Street,0.79,0002519
Uncle Kracker,3,0.8170,19.08.2001,http://streamd.hitparade.ch/audio/0000000/0004788.mp3,,http://streamd.hitparade.ch/cdimages/uncle_kracker-follow_me_s.jpg,15.07.2001,http://youtu.be/d-_yYNwYmD0,Follow Me,0.92,0004788
Umberto Tozzi,1,0.6680,22.07.1978,http://streamd.hitparade.ch/audio/0000000/0000507.mp3,,http://streamd.hitparade.ch/cdimages/umberto_tozzi-tu_s.jpg,06.05.1978,,Tu,0.82,0000507
Umberto Tozzi,1,0.4780,17.09.1977,http://streamd.hitparade.ch/audio/0000000/0000465.mp3,,http://streamd.hitparade.ch/cdimages/umberto_tozzi-ti_amo_s.jpg,27.08.1977,,Ti amo,0.53,0000465
Umberto Tozzi,3,0.6180,29.06.1980,http://streamd.hitparade.ch/audio/0000000/0000655.mp3,,http://streamd.hitparade.ch/cdimages/umberto_tozzi-stella_stai_s.jpg,08.06.1980,,Stella stai,0.58,0000655
Umberto Tozzi,1,0.7480,22.07.1979,http://streamd.hitparade.ch/audio/0000000/0000582.mp3,,http://streamd.hitparade.ch/cdimages/umberto_tozzi-gloria_s.jpg,24.06.1979,,Gloria,0.75,0000582
Ugly Kid Joe,5,0.3990,11.07.1993,http://streamd.hitparade.ch/audio/0000000/0002627.mp3,,http://streamd.hitparade.ch/cdimages/ugly_kid_joe-cats_in_the_cradle_s.jpg,06.06.1993,http://youtu.be/B32yjbCSVpU,Cats In The Cradle,0.43,0002627
Udo Jürgens und die Fußball-Nationalmannschaft,3,-0.3090,13.05.1978,http://streamd.hitparade.ch/audio/0000000/0000504.mp3,ch,http://streamd.hitparade.ch/cdimages/udo_juergens_und_die_fussball-nationalmannschaft-buenos_dias_argentina_s.jpg,15.04.1978,,Buenos dias Argentina,-0.34,0000504
Udo Jürgens,1,0.4030,04.04.1975,http://streamd.hitparade.ch/audio/0000000/0000337.mp3,ch,http://streamd.hitparade.ch/cdimages/udo_juergens-griechischer_wein_s.jpg,24.01.1975,,Griechischer Wein,0.58,0000337
Udo Jürgens,2,0.6920,16.05.1975,http://streamd.hitparade.ch/audio/0000000/0000349.mp3,,http://streamd.hitparade.ch/cdimages/udo_juergens-ein_ehrenwertes_haus_s.jpg,02.05.1975,,Ein ehrenwertes Haus,0.68,0000349
UB40,2,0.5840,11.07.1993,http://streamd.hitparade.ch/audio/0000000/0002632.mp3,,http://streamd.hitparade.ch/cdimages/ub40-(i_cant_help)_falling_in_love_with_you_s.jpg,20.06.1993,http://youtu.be/vUdloUqZa7w,(I Can't Help) Falling In Love With You,0.57,0002632
U2 and Green Day,1,0.3550,19.11.2006,http://streamd.hitparade.ch/audio/0250000/0251592.mp3,,http://streamd.hitparade.ch/cdimages/u2_and_green_day-the_saints_are_coming_s.jpg,19.11.2006,,The Saints Are Coming,0.13,0251592
U2,3,0.5240,08.12.1991,http://streamd.hitparade.ch/audio/0000000/0002339.mp3,,http://streamd.hitparade.ch/cdimages/u2-the_fly_s.jpg,17.11.1991,,The Fly,0.40,0002339
U2,5,0.4060,03.09.1995,http://streamd.hitparade.ch/audio/0000000/0003037.mp3,,http://streamd.hitparade.ch/cdimages/u2-hold_me_thrill_me_kiss_me_kill_me_s.jpg,02.07.1995,http://youtu.be/PxngIpxYLdM,"Hold Me, Thrill Me, Kiss Me, Kill Me",0.38,0003037
U2,5,0.5820,03.11.2002,http://streamd.hitparade.ch/audio/0000000/0005357.mp3,,http://streamd.hitparade.ch/cdimages/u2-electrical_storm_s.jpg,03.11.2002,http://youtu.be/4XcE8I_LzjQ,Electrical Storm,0.92,0005357
U 96,4,-0.3380,27.06.1993,http://streamd.hitparade.ch/audio/0000000/0002612.mp3,,http://streamd.hitparade.ch/cdimages/u_96-love_sees_no_colour_s.jpg,09.05.1993,http://youtu.be/dIUvQi9v-Wg,Love Sees No Colour,-0.24,0002612
U 96,3,-0.3810,03.05.1992,http://streamd.hitparade.ch/audio/0000000/0002417.mp3,,http://streamd.hitparade.ch/cdimages/u_96-i_wanna_be_a_kennedy_s.jpg,22.03.1992,,I Wanna Be A Kennedy,-0.30,0002417
U 96,1,0.6130,08.03.1992,http://streamd.hitparade.ch/audio/0000000/0002399.mp3,,http://streamd.hitparade.ch/cdimages/u_96-das_boot_s.jpg,23.02.1992,http://youtu.be/YVxXbTk-zsQ,Das Boot,0.12,0002399
Twenty One Pilots,2,0.7340,28.02.2016,http://streamd.hitparade.ch/audio/1420000/1420790.mp3,,http://streamd.hitparade.ch/cdimages/twenty_one_pilots-stressed_out_s.jpg,17.01.2016,http://youtu.be/m1jVgeaJVmE,Stressed Out,0.64,1420790
Twenty One Pilots,3,0.7320,25.09.2016,http://streamd.hitparade.ch/audio/1560000/1562513.mp3,,http://streamd.hitparade.ch/cdimages/twenty_one_pilots-heathens_s.jpg,03.07.2016,http://youtu.be/UprcpdwuwCg,Heathens,0.55,1562513
